comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count
UgxofUna4333Fv0aOQB4AaABAg,lj5IP7Xl4g0,main_comment,,@김켈리_Kellyfornia,http://www.youtube.com/@%EA%B9%80%EC%BC%88%EB%A6%AC_Kellyfornia,AI 홍보 아니구요~ ㅋㅋㅋㅋ AI 이기기 다양한 컨셉으로 시도해 봤는데 너무 웃겨서 영상으로 만들어봤습니다!<br>여러분은 또 어떤 다른 컨셉으로 이길 수 있을 것 같나요?,114,2024-02-11T11:27:21Z,2024-02-11T11:34:34Z,24
UgxofUna4333Fv0aOQB4AaABAg.A-feb42dy1cA-ffGCvms7y,lj5IP7Xl4g0,reply,UgxofUna4333Fv0aOQB4AaABAg,@용용이-w6n,http://www.youtube.com/@%EC%9A%A9%EC%9A%A9%EC%9D%B4-w6n,1빠 축하드려용,0,2024-02-11T11:33:07Z,2024-02-11T11:33:07Z,0
UgxofUna4333Fv0aOQB4AaABAg.A-feb42dy1cA-ffHGNvQCi,lj5IP7Xl4g0,reply,UgxofUna4333Fv0aOQB4AaABAg,@용용이-w6n,http://www.youtube.com/@%EC%9A%A9%EC%9A%A9%EC%9D%B4-w6n,저도 팬이에용,0,2024-02-11T11:33:15Z,2024-02-11T11:33:15Z,0
UgxofUna4333Fv0aOQB4AaABAg.A-feb42dy1cA-ffKcL7StP,lj5IP7Xl4g0,reply,UgxofUna4333Fv0aOQB4AaABAg,@루아_생명수_다루,http://www.youtube.com/@%EB%A3%A8%EC%95%84_%EC%83%9D%EB%AA%85%EC%88%98_%EB%8B%A4%EB%A3%A8,"아이돌 지망, 일진(?), 먹보 그나마 먹보가 대박이네요 ㅋㅋㅋㅋㅋ",0,2024-02-11T11:33:43Z,2024-02-11T11:33:43Z,0
UgxofUna4333Fv0aOQB4AaABAg.A-feb42dy1cA-fgcuhZPMT,lj5IP7Xl4g0,reply,UgxofUna4333Fv0aOQB4AaABAg,@케케켘1,http://www.youtube.com/@%EC%BC%80%EC%BC%80%EC%BC%981,켈리님! 담엔 사촌동생Ai랑해주세요!,0,2024-02-11T11:45:05Z,2024-02-11T11:45:05Z,0
UgxofUna4333Fv0aOQB4AaABAg.A-feb42dy1cA-fgp9V6z0N,lj5IP7Xl4g0,reply,UgxofUna4333Fv0aOQB4AaABAg,@떡상하고싶은_dobbu,http://www.youtube.com/@%EB%96%A1%EC%83%81%ED%95%98%EA%B3%A0%EC%8B%B6%EC%9D%80_dobbu,와 아이디어가 좋아 보기 좋았어요<br>좀 늦었지만 새해복 많이 받으세요 그리고 힘내새욧!❤❤,0,2024-02-11T11:46:45Z,2024-02-11T11:46:45Z,0
Ugz9Q3KgA189LIbukp14AaABAg,lj5IP7Xl4g0,main_comment,,@몬플글바,http://www.youtube.com/@%EB%AA%AC%ED%94%8C%EA%B8%80%EB%B0%94,진짜 할머니 : 떡국 100그릇 같고 되겄니..? 양이 너무 적다~ 1000그릇도 부족할텐데.. 산적이랑 김치천 감자전 다 있으니 많이 무라~,75,2024-02-16T06:04:51Z,2024-02-16T06:04:51Z,12
Ugz9Q3KgA189LIbukp14AaABAg.A-rxfOSjcZiA1dsRGLpMqp,lj5IP7Xl4g0,reply,Ugz9Q3KgA189LIbukp14AaABAg,@오수진-h2y,http://www.youtube.com/@%EC%98%A4%EC%88%98%EC%A7%84-h2y,ㅋㅋㅋㅋㅋㅋ😂,0,2024-03-31T11:52:31Z,2024-03-31T11:52:31Z,0
Ugz9Q3KgA189LIbukp14AaABAg.A-rxfOSjcZiA3AaRX4DeCP,lj5IP7Xl4g0,reply,Ugz9Q3KgA189LIbukp14AaABAg,@메카skks,http://www.youtube.com/@%EB%A9%94%EC%B9%B4skks,😊,0,2024-05-08T10:40:51Z,2024-05-08T10:40:51Z,0
Ugz9Q3KgA189LIbukp14AaABAg.A-rxfOSjcZiA3Cv73qmu3l,lj5IP7Xl4g0,reply,Ugz9Q3KgA189LIbukp14AaABAg,@deokhyunkim7627,http://www.youtube.com/@deokhyunkim7627,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋ,0,2024-05-09T08:20:02Z,2024-05-09T08:20:02Z,0
