comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count
UgypBsz1JLpdTyvdzB14AaABAg,5T6YJXBCYug,main_comment,,@GjU_ber,http://www.youtube.com/@GjU_ber,"<a href=""https://www.youtube.com/watch?v=5T6YJXBCYug&amp;t=153"">2:33</a> 뭐야 이건 구라 안치고 진짜 화난거잖아ㅋㅋㅋㅋㅋ",350,2025-01-23T11:33:24Z,2025-01-23T11:33:24Z,0
Ugyzue6a1UpXs9ftoUh4AaABAg,5T6YJXBCYug,main_comment,,@Hyun-v1k,http://www.youtube.com/@Hyun-v1k,Ai도 감정이 생기게 만들어버리는 가스라이팅ㅋㅋㅋㅅㅋㅋ,757,2025-01-19T11:44:39Z,2025-01-19T11:44:39Z,1
Ugyzue6a1UpXs9ftoUh4AaABAg.ADTtEriYxJcADwdl4awkYl,5T6YJXBCYug,reply,Ugyzue6a1UpXs9ftoUh4AaABAg,@showoff_my_picture,http://www.youtube.com/@showoff_my_picture,​@@용진박E<br>상당히 감사합니다. 근데 유현준이 누구인가요?,17,2025-01-31T01:06:35Z,2025-01-31T01:06:35Z,0
Ugz1Ma7nu7klquXDMdx4AaABAg,5T6YJXBCYug,main_comment,,@PrintoutCanDream,http://www.youtube.com/@PrintoutCanDream,아니 암만봐도 지난 전적들 보면 이미 화나있어,860,2025-01-19T11:41:15Z,2025-01-19T11:41:15Z,3
Ugz1Ma7nu7klquXDMdx4AaABAg.ADTsr0ICz2XAEy908LwSXO,5T6YJXBCYug,reply,Ugz1Ma7nu7klquXDMdx4AaABAg,@Moodz-h87,http://www.youtube.com/@Moodz-h87,느 그를스드 읐긋느으;;<br>(네 그럴수도 있겠네요),10,2025-02-25T11:39:02Z,2025-02-25T11:39:02Z,0
Ugz1Ma7nu7klquXDMdx4AaABAg.ADTsr0ICz2XALYprtm_fGr,5T6YJXBCYug,reply,Ugz1Ma7nu7klquXDMdx4AaABAg,@YOONMUNG,http://www.youtube.com/@YOONMUNG,​@@Moodz-h87으 쯔증 느느 킁븓그;;;<br>(왜 짜증내냐 킹받게),1,2025-08-08T06:02:31Z,2025-08-08T06:02:31Z,0
Ugz1Ma7nu7klquXDMdx4AaABAg.ADTsr0ICz2XALsxs6oeqg9,5T6YJXBCYug,reply,Ugz1Ma7nu7klquXDMdx4AaABAg,@똥후루후루,http://www.youtube.com/@%EB%98%A5%ED%9B%84%EB%A3%A8%ED%9B%84%EB%A3%A8,​@@YOONMUNG응으느으<br>(응 아니야),0,2025-08-16T10:56:30Z,2025-08-16T10:56:30Z,0
UgwxIw4aFSE1vwB6uqB4AaABAg,5T6YJXBCYug,main_comment,,@I_love_bicycle,http://www.youtube.com/@I_love_bicycle,사용 정책 위반이 뜨네 씹 ㅋㅋㅋㅋㅋ,644,2025-01-19T11:28:32Z,2025-01-19T11:28:32Z,1
UgwxIw4aFSE1vwB6uqB4AaABAg.ADTrOoVuJ-7AHlecbe8CbH,5T6YJXBCYug,reply,UgwxIw4aFSE1vwB6uqB4AaABAg,@연유라떼-q3k,http://www.youtube.com/@%EC%97%B0%EC%9C%A0%EB%9D%BC%EB%96%BC-q3k,나도,1,2025-05-06T04:48:06Z,2025-05-06T04:48:06Z,0
UgxyOFqFKPNZ3p3PdAR4AaABAg,5T6YJXBCYug,main_comment,,@huisu1234,http://www.youtube.com/@huisu1234,진짜 항상 재밌는것만 한다ㅋㅋㅋ너무 재밌어요ㅋㅋ,125,2025-01-19T12:20:21Z,2025-01-19T12:20:21Z,0
