comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count,primary_emotion,confidence,anger_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,neutral_score
Ugw7Beovz5DzC6bfk_t4AaABAg,VIBmYQ3k95s,main_comment,,@happysoyoung252,http://www.youtube.com/@happysoyoung252,"<a href=""https://www.youtube.com/watch?v=VIBmYQ3k95s&amp;t=109"">1:49</a> 답정너 구미",73,2025-02-27T12:30:30Z,2025-02-27T12:30:30Z,0,neutral,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgzhOFg4Opva83U1bwh4AaABAg,VIBmYQ3k95s,main_comment,,@핫도그-o1b,http://www.youtube.com/@%ED%95%AB%EB%8F%84%EA%B7%B8-o1b,"<a href=""https://www.youtube.com/watch?v=VIBmYQ3k95s&amp;t=426"">7:06</a> 소름1<br><a href=""https://www.youtube.com/watch?v=VIBmYQ3k95s&amp;t=434"">7:14</a> 소름2",77,2025-02-27T11:18:22Z,2025-02-27T11:18:22Z,1,fear,0.6,0.0,0.0,0.6,0.0,0.0,0.4,0.0
UgzhOFg4Opva83U1bwh4AaABAg.AF2GEXkpd2IAF2H9vtw9c2,VIBmYQ3k95s,reply,UgzhOFg4Opva83U1bwh4AaABAg,@hdgksehdrms,http://www.youtube.com/@hdgksehdrms,그냥 주름 1 주름 2 인듯,14,2025-02-27T11:26:29Z,2025-02-27T11:26:29Z,0,neutral,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ugx36xyrbw3vlEzrSpB4AaABAg,VIBmYQ3k95s,main_comment,,@비니한테먹힌_쭈꾸미,http://www.youtube.com/@%EB%B9%84%EB%8B%88%ED%95%9C%ED%85%8C%EB%A8%B9%ED%9E%8C_%EC%AD%88%EA%BE%B8%EB%AF%B8,ai 발전 어디까지 가는거야<br><br>뭐여 왜 좋아요 100개야,189,2025-02-27T10:25:46Z,2025-03-14T05:16:31Z,5,surprise,0.5,0.0,0.0,0.0,0.3,0.0,0.5,0.2
Ugx36xyrbw3vlEzrSpB4AaABAg.AF2ADGVrBgdAF2CTCdH13s,VIBmYQ3k95s,reply,Ugx36xyrbw3vlEzrSpB4AaABAg,@하하하하-하하하,http://www.youtube.com/@%ED%95%98%ED%95%98%ED%95%98%ED%95%98-%ED%95%98%ED%95%98%ED%95%98,ㅇㅈ 나중에는 ai가 방송하는거아님?,5,2025-02-27T10:45:25Z,2025-02-27T10:45:25Z,0,joy,0.7,0.0,0.0,0.0,0.7,0.0,0.0,0.3
Ugx36xyrbw3vlEzrSpB4AaABAg.AF2ADGVrBgdAF2eZX8Si7-,VIBmYQ3k95s,reply,Ugx36xyrbw3vlEzrSpB4AaABAg,@김태건태산,http://www.youtube.com/@%EA%B9%80%ED%83%9C%EA%B1%B4%ED%83%9C%EC%82%B0,구미 목주름 없어질때까지 (참고 발전 안끝나고 계속 간다는뜻ㅋㅋ,3,2025-02-27T14:59:41Z,2025-02-27T14:59:41Z,0,joy,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.2
Ugx36xyrbw3vlEzrSpB4AaABAg.AF2ADGVrBgdAF3c4XlcAgh,VIBmYQ3k95s,reply,Ugx36xyrbw3vlEzrSpB4AaABAg,@귀여미-ja,http://www.youtube.com/@%EA%B7%80%EC%97%AC%EB%AF%B8-ja,ㅇㅈ 이러다 ai 인공지능 우주 너머까지 가겠어,1,2025-02-27T23:57:13Z,2025-02-27T23:57:13Z,0,joy,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.4
Ugx36xyrbw3vlEzrSpB4AaABAg.AF2ADGVrBgdAFAIYvWPv_O,VIBmYQ3k95s,reply,Ugx36xyrbw3vlEzrSpB4AaABAg,@8_gomin,http://www.youtube.com/@8_gomin,@@하하하하-하하하 이미 하고 있어요 우리나라는 아니지만,0,2025-03-02T14:12:33Z,2025-03-02T14:12:33Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Ugx36xyrbw3vlEzrSpB4AaABAg.AF2ADGVrBgdAFOzgNhLtLN,VIBmYQ3k95s,reply,Ugx36xyrbw3vlEzrSpB4AaABAg,@KEVIN-10585,http://www.youtube.com/@KEVIN-10585,화성 갈끄니꼬!!!!!!!,0,2025-03-08T07:07:33Z,2025-03-08T07:07:33Z,0,surprise,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3
UgyznKkmP8PIXXaiplp4AaABAg,VIBmYQ3k95s,main_comment,,@Joyjoy_1213,http://www.youtube.com/@Joyjoy_1213,"<a href=""https://www.youtube.com/watch?v=VIBmYQ3k95s&amp;t=205"">3:25</a> 자꾸 말 겹치는거 개웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ<br><a href=""https://www.youtube.com/watch?v=VIBmYQ3k95s&amp;t=349"">5:49</a> 아 진짜 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ<br><a href=""https://www.youtube.com/watch?v=VIBmYQ3k95s&amp;t=421"">7:01</a> 개웃김=개소름 ㄷㄷㄷㄷㄷㄷ",26,2025-03-02T15:00:44Z,2025-03-02T15:05:21Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.1,0.0
Ugz0QvCm4Mcb2EddpUZ4AaABAg,VIBmYQ3k95s,main_comment,,@paulcho3235,http://www.youtube.com/@paulcho3235,말이 진짜 자연스럽네.<br><br>오랜만에 뽀구미 영상 보는데 역시 뽀구미 변함없구나. 똘끼+수금...............,13,2025-03-02T07:36:47Z,2025-03-02T07:43:46Z,0,joy,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.2
UgxrHajsfwM4lkPvLE54AaABAg,VIBmYQ3k95s,main_comment,,@아보카도끼끼,http://www.youtube.com/@%EC%95%84%EB%B3%B4%EC%B9%B4%EB%8F%84%EB%81%BC%EB%81%BC,"<a href=""https://www.youtube.com/watch?v=VIBmYQ3k95s&amp;t=295"">4:55</a> AI불쌍하다 ㅋㅋㅋㅋ",51,2025-02-27T15:05:50Z,2025-02-27T15:05:50Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
UgzR9kCEctPL-9RAg9B4AaABAg,VIBmYQ3k95s,main_comment,,@2nddayful,http://www.youtube.com/@2nddayful,"<a href=""https://www.youtube.com/watch?v=VIBmYQ3k95s&amp;t=154"">2:34</a> 경상도 AI ㅋㅋㅋㅋ",95,2025-02-27T10:28:21Z,2025-02-27T10:28:21Z,4,joy,0.85,0.0,0.0,0.0,0.85,0.0,0.0,0.15
