comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count,primary_emotion,confidence,anger_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,neutral_score
UgwFF85ly_Y1CQh3e-p4AaABAg,MzD6EGCiVsM,main_comment,,@DoJin8,http://www.youtube.com/@DoJin8,아니 뭔 AI가 이름이랑 상황을 수시로 까먹어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,60,2025-04-19T02:20:49Z,2025-04-19T02:20:49Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Ugys_Htu7Wj1Npg8FzF4AaABAg,MzD6EGCiVsM,main_comment,,@Ku_쿠딱지,http://www.youtube.com/@Ku_%EC%BF%A0%EB%94%B1%EC%A7%80,"<a href=""https://www.youtube.com/watch?v=MzD6EGCiVsM&amp;t=755"">12:35</a> 웃음폭탄 ㅁㅊ ㅜㅜㅜ ㅋㅋㅋㅋㅋㅋ 이제는 AI까지 조련시켜 ..ㅋㅋㅋㅋㅋ",89,2025-04-10T09:34:11Z,2025-04-10T09:34:11Z,1,joy,0.95,0.0,0.0,0.0,0.95,0.0,0.0,0.05
Ugys_Htu7Wj1Npg8FzF4AaABAg.AGjDhCTmbz6AIdmCsSXNi_,MzD6EGCiVsM,reply,Ugys_Htu7Wj1Npg8FzF4AaABAg,@정재웅-b8u,http://www.youtube.com/@%EC%A0%95%EC%9E%AC%EC%9B%85-b8u,웃음버튼,0,2025-05-27T23:51:49Z,2025-05-27T23:51:49Z,0,joy,0.85,0.0,0.0,0.0,0.85,0.0,0.0,0.15
UgxYLkSR1o7Tnn7TbOx4AaABAg,MzD6EGCiVsM,main_comment,,@kubin_ove,http://www.youtube.com/@kubin_ove,진짜 중간중간 맥이는 챗지피티에 그거에 긁히는 임쿠빈이 진짜 개웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,71,2025-04-10T09:40:31Z,2025-04-10T09:40:31Z,1,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
UgxYLkSR1o7Tnn7TbOx4AaABAg.AGjEQbFIY_0AJIA5qNNpYL,MzD6EGCiVsM,reply,UgxYLkSR1o7Tnn7TbOx4AaABAg,@정치성향,http://www.youtube.com/@%EC%A0%95%EC%B9%98%EC%84%B1%ED%96%A5,임쿠빈 임수빈,0,2025-06-13T01:38:11Z,2025-06-13T01:38:11Z,0,neutral,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Ugy5ZezkON15_ePe77N4AaABAg,MzD6EGCiVsM,main_comment,,@예매,http://www.youtube.com/@%EC%98%88%EB%A7%A4,챗GPT와 노는 쿠빈 영상은 못참지,138,2025-04-10T10:32:56Z,2025-04-10T10:32:56Z,2,joy,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.2
Ugy5ZezkON15_ePe77N4AaABAg.AGjKQVfuvCHAHgcelJ5cpK,MzD6EGCiVsM,reply,Ugy5ZezkON15_ePe77N4AaABAg,@skysea707blue5,http://www.youtube.com/@skysea707blue5,이런식으로  AI 잘못 길들이면 인류가 위험해질듯 ..ㅋㅋㅋ,1,2025-05-04T05:54:43Z,2025-05-04T05:54:58Z,0,fear,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.3
Ugy5ZezkON15_ePe77N4AaABAg.AGjKQVfuvCHAJXY7Vojhmw,MzD6EGCiVsM,reply,Ugy5ZezkON15_ePe77N4AaABAg,@정치성향,http://www.youtube.com/@%EC%A0%95%EC%B9%98%EC%84%B1%ED%96%A5,@@skysea707blue5 애이아이 반란~~ㅎㅎㅎ,0,2025-06-19T00:56:44Z,2025-06-19T00:56:44Z,0,joy,0.75,0.0,0.0,0.0,0.75,0.0,0.0,0.25
UgzyoAiwoww4RdDUi5x4AaABAg,MzD6EGCiVsM,main_comment,,@왕자도유리구두신어요,http://www.youtube.com/@%EC%99%95%EC%9E%90%EB%8F%84%EC%9C%A0%EB%A6%AC%EA%B5%AC%EB%91%90%EC%8B%A0%EC%96%B4%EC%9A%94,"<a href=""https://www.youtube.com/watch?v=MzD6EGCiVsM&amp;t=783"">13:03</a> 왈왈! 이 댕웃기네 하 ㅋㅋㅋㅋㅋㅋㅋ 교육시키는 쿠빈님이나 그걸 하는 AI나 ㅋㅋㅋㅋㅋㅋ",26,2025-04-10T17:18:41Z,2025-04-10T17:18:41Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
UgwMJT0z0G-25vB7Hll4AaABAg,MzD6EGCiVsM,main_comment,,@닉바꿈,http://www.youtube.com/@%EB%8B%89%EB%B0%94%EA%BF%88,"<a href=""https://www.youtube.com/watch?v=MzD6EGCiVsM&amp;t=285"">4:45</a>  아니ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 진짜 배꼽 빠지겠네ㅋㅋㅋㅋㅋㅋㅋ",71,2025-04-10T09:07:15Z,2025-04-10T09:07:15Z,1,joy,0.95,0.0,0.0,0.0,0.95,0.0,0.0,0.05
