comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count,primary_emotion,confidence,anger_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,neutral_score
Ugx0mDcMWMlbRpTpfjZ4AaABAg,pVV9OH1X7J0,main_comment,,@너무덥다-b4y,http://www.youtube.com/@%EB%84%88%EB%AC%B4%EB%8D%A5%EB%8B%A4-b4y,진짜 너무 찰진다. Ai가 이렇게 발전했나,129,2025-06-12T14:49:25Z,2025-06-12T14:49:25Z,0,joy,0.85,0.0,0.0,0.0,0.85,0.0,0.0,0.15
UgzsHoYICPm-VZrEQKN4AaABAg,pVV9OH1X7J0,main_comment,,@링쫑,http://www.youtube.com/@%EB%A7%81%EC%AB%91,프리미엄 바보 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ<br>정제된 고급진 바보 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ<br>아 지피티랑 케미 너무 좋아서 재밌어요 ㅠㅠㅠㅠㅠ,142,2025-06-12T15:57:21Z,2025-06-12T15:57:50Z,2,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
UgzsHoYICPm-VZrEQKN4AaABAg.AJH7ch96eEeAJJ2C0dbcoj,pVV9OH1X7J0,reply,UgzsHoYICPm-VZrEQKN4AaABAg,@user-artist_seungmin,http://www.youtube.com/@user-artist_seungmin,새로운 유행어가 될듯..프바~ㅎㅎㅎㅎ,2,2025-06-13T09:48:21Z,2025-06-13T09:48:21Z,0,joy,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.2
UgzsHoYICPm-VZrEQKN4AaABAg.AJH7ch96eEeAJLKauZJmMN,pVV9OH1X7J0,reply,UgzsHoYICPm-VZrEQKN4AaABAg,@우주빅뱅,http://www.youtube.com/@%EC%9A%B0%EC%A3%BC%EB%B9%85%EB%B1%85,진짜 재밌음...?<br>계속 욕하고 소리질러서 진짜 보는내내 불쾌함...,2,2025-06-14T07:07:40Z,2025-06-14T07:07:40Z,0,disgust,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.25
UgzuIlajNWrGBPesOEx4AaABAg,pVV9OH1X7J0,main_comment,,@빈-e2i,http://www.youtube.com/@%EB%B9%88-e2i,돈내고 스트레스받는 방법 잘배웠습니다 ㅋㅋㅋㅋㅋ,44,2025-06-12T13:10:08Z,2025-06-12T13:10:08Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Ugx9aMQDp8wlMYLiRoJ4AaABAg,pVV9OH1X7J0,main_comment,,@핫트큐,http://www.youtube.com/@%ED%95%AB%ED%8A%B8%ED%81%90,ㅋㅋㅋㅋㅋㅋㅋ <br>진짜 다른 유튜버들은<br>과거 영상보고 입덕하고<br>시간지나서 현재영상보면<br>뭔가 바뀌고 노잼됨<br>근데 뽀구미는 진짜<br>예전 영상이나 지금영상이나 한결같이 재밌어서 좋음ㅋㅋㅋㅋ,30,2025-06-13T15:00:15Z,2025-06-13T15:00:15Z,1,joy,0.95,0.0,0.0,0.0,0.95,0.0,0.0,0.05
Ugx9aMQDp8wlMYLiRoJ4AaABAg.AJJatO5Da9TAJQ9S0zZ8R9,pVV9OH1X7J0,reply,Ugx9aMQDp8wlMYLiRoJ4AaABAg,@다귀찮아-u7v,http://www.youtube.com/@%EB%8B%A4%EA%B7%80%EC%B0%AE%EC%95%84-u7v,점점더 정재되서 그런가봄,1,2025-06-16T04:06:23Z,2025-06-16T04:06:23Z,0,neutral,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Ugz85RDq6BSHwU-JJdR4AaABAg,pVV9OH1X7J0,main_comment,,@엑셀레이터-p5k,http://www.youtube.com/@%EC%97%91%EC%85%80%EB%A0%88%EC%9D%B4%ED%84%B0-p5k,AI 정말 찰 지내. AI토큰만으로도 이미 역대급 유트브만 벌써 2개째내요.,72,2025-06-12T12:30:10Z,2025-06-12T12:30:10Z,0,joy,0.85,0.0,0.0,0.0,0.85,0.0,0.0,0.15
Ugw8lPJKldboUGTs2sB4AaABAg,pVV9OH1X7J0,main_comment,,@Ko_jing_ga,http://www.youtube.com/@Ko_jing_ga,와ㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 겁나 웃기게 말하네ㅋㅋㅋㅋㅋㅋㅋㅋㅋ먼데이랑 뽀구미랑 은근 조합 재밌음ㅋㅋㅋㅋㅋ,19,2025-06-12T13:01:22Z,2025-06-12T13:01:22Z,0,joy,0.95,0.0,0.0,0.0,0.95,0.0,0.0,0.05
Ugw9kC6DsY4aEwYRIrx4AaABAg,pVV9OH1X7J0,main_comment,,@one.door_moa_dive,http://www.youtube.com/@one.door_moa_dive,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ쿠쿠하세여 개웃기넼ㅋㅋㅋㅋ❤,27,2025-06-12T12:33:49Z,2025-06-12T12:33:49Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Ugy6VG2UqTjwWIc8oJR4AaABAg,pVV9OH1X7J0,main_comment,,@최애박지민-v1u,http://www.youtube.com/@%EC%B5%9C%EC%95%A0%EB%B0%95%EC%A7%80%EB%AF%BC-v1u,아 열라웃겨 ㅋㅋㅋㅋㅋㅋ쿠쿠하세요~~쿠쿠ㅋㅋㅋ,10,2025-06-12T13:06:18Z,2025-06-12T13:06:18Z,0,joy,0.95,0.01,0.01,0.01,0.95,0.01,0.01,0.01
UgwKeCgKIq6Cn9DHb_Z4AaABAg,pVV9OH1X7J0,main_comment,,@제크-g3m,http://www.youtube.com/@%EC%A0%9C%ED%81%AC-g3m,"<a href=""https://www.youtube.com/watch?v=pVV9OH1X7J0&amp;t=426"">07:06</a> 화난 치와와",21,2025-06-15T02:07:45Z,2025-06-15T02:07:45Z,0,anger,0.85,0.85,0.05,0.01,0.01,0.01,0.01,0.06
UgzNjUGTrOhj_FvnFrN4AaABAg,pVV9OH1X7J0,main_comment,,@말하기전생각하기,http://www.youtube.com/@%EB%A7%90%ED%95%98%EA%B8%B0%EC%A0%84%EC%83%9D%EA%B0%81%ED%95%98%EA%B8%B0,"<a href=""https://www.youtube.com/watch?v=pVV9OH1X7J0&amp;t=150"">2:30</a> 와 비유 뒤진다 ㅋㅋㅋㅋㅋ 진짜 똑똑한데? ㅋㅋㅋ",32,2025-06-12T13:01:15Z,2025-06-12T13:01:15Z,0,joy,0.9,0.01,0.01,0.01,0.9,0.01,0.01,0.05
Ugy5noLThRHTIl2xY1R4AaABAg,pVV9OH1X7J0,main_comment,,@inc4841,http://www.youtube.com/@inc4841,AI 팩폭 저세상 급 ㅋ,10,2025-06-12T23:33:51Z,2025-06-12T23:33:51Z,0,joy,0.88,0.01,0.01,0.01,0.88,0.01,0.01,0.08
Ugyvbp1grbMBbW3Agah4AaABAg,pVV9OH1X7J0,main_comment,,@이범선-c2f,http://www.youtube.com/@%EC%9D%B4%EB%B2%94%EC%84%A0-c2f,프리미엄 밥 ㅋㅋㅋ 엔딩이 찰지네요,10,2025-06-12T12:46:43Z,2025-06-12T12:46:43Z,0,joy,0.92,0.01,0.01,0.01,0.92,0.01,0.01,0.03
UgxXiF3cEa2tvCmbd9J4AaABAg,pVV9OH1X7J0,main_comment,,@한광재-z3o,http://www.youtube.com/@%ED%95%9C%EA%B4%91%EC%9E%AC-z3o,Ai가 뼈 때리네 ㅋㅋ,12,2025-06-12T12:41:11Z,2025-06-12T12:41:11Z,0,joy,0.9,0.01,0.01,0.01,0.9,0.01,0.01,0.06
UgzwkOJvPZhJS48JI3Z4AaABAg,pVV9OH1X7J0,main_comment,,@POpPiPOpi502,http://www.youtube.com/@POpPiPOpi502,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋAI 진짜 찰지고 비유 장난아니네ㅋㅋㅋ 팩폭&amp;약올리는거 대박이닼ㅋㅋㅋㅋㅋㅋㅋ,5,2025-06-12T15:54:53Z,2025-06-12T15:54:53Z,0,joy,0.95,0.01,0.01,0.01,0.95,0.01,0.01,0.01
Ugz0kRXduEh__DEKdHx4AaABAg,pVV9OH1X7J0,main_comment,,@yoon2733,http://www.youtube.com/@yoon2733,먼데이는 진짜...ㅋㅋㅋㅋ 대단하다 라고 밖엔 ㅋㅋㅋㅋ 밥솥구미님 ㄱㅇㅇ♡,7,2025-06-12T23:05:31Z,2025-06-12T23:05:31Z,0,joy,0.9,0.01,0.01,0.01,0.9,0.01,0.01,0.06
Ugx0wcgtWZbhtjeCWC54AaABAg,pVV9OH1X7J0,main_comment,,@빡빵-q8f,http://www.youtube.com/@%EB%B9%A1%EB%B9%B5-q8f,ㅋㅋㅋㅋㅋㅋ 쿠쿠 하세욬ㅋㅋㅋ,13,2025-06-12T12:17:55Z,2025-06-12T12:17:55Z,0,joy,0.95,0.01,0.01,0.01,0.95,0.01,0.01,0.01
