comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count,primary_emotion,confidence,anger_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,neutral_score
UgxGTk1jvnATyvySBa94AaABAg,0fM7TSi9nh8,main_comment,,@조충현-CCH,http://www.youtube.com/@%EC%A1%B0%EC%B6%A9%ED%98%84-CCH,건륭=건나라 황제,87,2025-05-12T09:08:59Z,2025-05-12T09:08:59Z,13,neutral,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgxGTk1jvnATyvySBa94AaABAg.AI0_FfqunRMAI0kOjCgnQk,0fM7TSi9nh8,reply,UgxGTk1jvnATyvySBa94AaABAg,@a_daily_channel,http://www.youtube.com/@a_daily_channel,네이버 지식에서 찾으신거 맞져?,4,2025-05-12T10:46:21Z,2025-05-12T10:46:21Z,0,neutral,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgxGTk1jvnATyvySBa94AaABAg.AI0_FfqunRMAI0xvdCNWiL,0fM7TSi9nh8,reply,UgxGTk1jvnATyvySBa94AaABAg,@ghdldldldld,http://www.youtube.com/@ghdldldldld,​@@야호-s5g네 정답입니다,3,2025-05-12T12:44:34Z,2025-05-12T12:44:34Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
UgxGTk1jvnATyvySBa94AaABAg.AI0_FfqunRMAI1L4B9f6j0,0fM7TSi9nh8,reply,UgxGTk1jvnATyvySBa94AaABAg,@아르카나25,http://www.youtube.com/@%EC%95%84%EB%A5%B4%EC%B9%B4%EB%82%9825,건치,1,2025-05-12T16:15:35Z,2025-05-12T16:15:35Z,0,neutral,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgxGTk1jvnATyvySBa94AaABAg.AI0_FfqunRMAI1L5SNO49l,0fM7TSi9nh8,reply,UgxGTk1jvnATyvySBa94AaABAg,@아르카나25,http://www.youtube.com/@%EC%95%84%EB%A5%B4%EC%B9%B4%EB%82%9825,건강,1,2025-05-12T16:15:46Z,2025-05-12T16:15:46Z,0,neutral,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgxGTk1jvnATyvySBa94AaABAg.AI0_FfqunRMAI1L6Y1FxB0,0fM7TSi9nh8,reply,UgxGTk1jvnATyvySBa94AaABAg,@아르카나25,http://www.youtube.com/@%EC%95%84%EB%A5%B4%EC%B9%B4%EB%82%9825,건달,1,2025-05-12T16:15:54Z,2025-05-12T16:15:54Z,0,neutral,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgwNaDGtrpG9r7K8qO54AaABAg,0fM7TSi9nh8,main_comment,,@OnlyVIichan,http://www.youtube.com/@OnlyVIichan,이 두명이 같은 화면에 나와서 AI랑 대화를 하고있는게 왜이렇게 위화감이 드냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,155,2025-05-12T09:10:44Z,2025-05-12T09:10:44Z,3,joy,0.95,0.0,0.0,0.0,0.95,0.0,0.0,0.05
UgwNaDGtrpG9r7K8qO54AaABAg.AI0_SOlZb_uAI0cigfV0TA,0fM7TSi9nh8,reply,UgwNaDGtrpG9r7K8qO54AaABAg,@최태양-y6y,http://www.youtube.com/@%EC%B5%9C%ED%83%9C%EC%96%91-y6y,???: 위화감……,1,2025-05-12T09:39:18Z,2025-05-12T09:39:18Z,0,neutral,0.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgwNaDGtrpG9r7K8qO54AaABAg.AI0_SOlZb_uAI60X0TCSGV,0fM7TSi9nh8,reply,UgwNaDGtrpG9r7K8qO54AaABAg,@yoonbly9331,http://www.youtube.com/@yoonbly9331,매우 폭력적인 구도,0,2025-05-14T11:52:14Z,2025-05-14T11:52:14Z,0,anger,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.4
UgwNaDGtrpG9r7K8qO54AaABAg.AI0_SOlZb_uAIBKaPZvE3f,0fM7TSi9nh8,reply,UgwNaDGtrpG9r7K8qO54AaABAg,@sllinot,http://www.youtube.com/@sllinot,합성같음 ㅋㅋㅋ,1,2025-05-16T13:23:47Z,2025-05-16T13:23:47Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
UgxLUd-TXFTerfsBuwl4AaABAg,0fM7TSi9nh8,main_comment,,@워니-x3w,http://www.youtube.com/@%EC%9B%8C%EB%8B%88-x3w,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ테이저건ㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋ아진짴ㅋㅋㅋㅋㅋ롱폼으로 더길게 매일업로드햐쥬세여,98,2025-05-12T09:08:22Z,2025-05-12T09:08:22Z,0,joy,0.95,0.01,0.01,0.01,0.95,0.01,0.01,0.01
Ugwy_5xuNwWMpQA8-xB4AaABAg,0fM7TSi9nh8,main_comment,,@minu_piano,http://www.youtube.com/@minu_piano,진짜 조충현님... 이번 매번 시리즈들 다 웃껴서 뒤집어지는데<br>이번 시리즈들은 진짜 천재십니까? 너무 웃껴옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,17,2025-05-13T04:18:20Z,2025-05-13T04:18:20Z,0,joy,0.98,0.01,0.01,0.01,0.98,0.01,0.01,0.01
