comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count,primary_emotion,confidence,anger_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,neutral_score
Ugxs6HpRuxp76fOrZtB4AaABAg,78YBUaj_vJg,main_comment,,@조충현-CCH,http://www.youtube.com/@%EC%A1%B0%EC%B6%A9%ED%98%84-CCH,한강에 부어주고 오겠습니다,3030,2025-05-08T09:01:30Z,2025-05-08T09:01:30Z,53,neutral,0.7,0.1,0.1,0.0,0.0,0.0,0.0,0.7
Ugxs6HpRuxp76fOrZtB4AaABAg.AHrGDIKcaBZAHrGGl8riow,78YBUaj_vJg,reply,Ugxs6HpRuxp76fOrZtB4AaABAg,@sanghukT1,http://www.youtube.com/@sanghukT1,ㅋㅋㅋㅋㅋ,19,2025-05-08T09:01:58Z,2025-05-08T09:01:58Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Ugxs6HpRuxp76fOrZtB4AaABAg.AHrGDIKcaBZAHrHU4h5lRV,78YBUaj_vJg,reply,Ugxs6HpRuxp76fOrZtB4AaABAg,@math_사랑해,http://www.youtube.com/@math_%EC%82%AC%EB%9E%91%ED%95%B4,ㅋㅋㅋㅋㅋㅋㅋㅋ😂😂😂,15,2025-05-08T09:12:32Z,2025-05-08T09:12:32Z,0,joy,0.95,0.0,0.0,0.0,0.95,0.0,0.0,0.05
Ugxs6HpRuxp76fOrZtB4AaABAg.AHrGDIKcaBZAHrIwn8MXAq,78YBUaj_vJg,reply,Ugxs6HpRuxp76fOrZtB4AaABAg,@조경철-b3f,http://www.youtube.com/@%EC%A1%B0%EA%B2%BD%EC%B2%A0-b3f,ㄱㄱ 갑시다,13,2025-05-08T09:25:19Z,2025-05-08T09:25:19Z,0,neutral,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Ugxs6HpRuxp76fOrZtB4AaABAg.AHrGDIKcaBZAHrKP3JlLE4,78YBUaj_vJg,reply,Ugxs6HpRuxp76fOrZtB4AaABAg,@김상민-f3e,http://www.youtube.com/@%EA%B9%80%EC%83%81%EB%AF%BC-f3e,부먹이야 찍먹이야는 왜자꾸 하는겨 ㅋㅋㅋㅋ😂,14,2025-05-08T09:38:03Z,2025-05-08T09:38:03Z,0,joy,0.85,0.0,0.0,0.0,0.85,0.0,0.0,0.15
Ugxs6HpRuxp76fOrZtB4AaABAg.AHrGDIKcaBZAHrKxKlqe3w,78YBUaj_vJg,reply,Ugxs6HpRuxp76fOrZtB4AaABAg,@NOOB_SNACK,http://www.youtube.com/@NOOB_SNACK,탕수육 부먹이야? 아니면 부먹이야?🤖🤖🤖💀💀💀💀💀☠☠,13,2025-05-08T09:42:52Z,2025-05-08T09:42:52Z,0,joy,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.2
UgyIWEdHhVAlF34LwsJ4AaABAg,78YBUaj_vJg,main_comment,,@정화영-g4t,http://www.youtube.com/@%EC%A0%95%ED%99%94%EC%98%81-g4t,ㅋㅋㅋㅋㅋㅋㅋ 요즘 웃을 일 없는데 이 영상 보면서 웃고 있네요 감사드립니다,592,2025-05-18T08:58:16Z,2025-05-18T08:58:16Z,2,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
UgyIWEdHhVAlF34LwsJ4AaABAg.AIG-nRHnuG8AIlz4-67eqO,78YBUaj_vJg,reply,UgyIWEdHhVAlF34LwsJ4AaABAg,@요가수트라,http://www.youtube.com/@%EC%9A%94%EA%B0%80%EC%88%98%ED%8A%B8%EB%9D%BC,여러분 AI가 건강에 이렇게 해롭습니다,0,2025-05-31T04:18:08Z,2025-05-31T04:18:08Z,0,fear,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.3
UgyIWEdHhVAlF34LwsJ4AaABAg.AIG-nRHnuG8AJ8gaVDlUky,78YBUaj_vJg,reply,UgyIWEdHhVAlF34LwsJ4AaABAg,@종하-r8s,http://www.youtube.com/@%EC%A2%85%ED%95%98-r8s,반란을 일으킬지도 모르니까요… 이영상이 예시입니다,0,2025-06-09T09:18:27Z,2025-06-09T09:18:27Z,0,fear,0.75,0.0,0.0,0.75,0.0,0.0,0.0,0.25
Ugw55jCRNli--IpZpHZ4AaABAg,78YBUaj_vJg,main_comment,,@user-jg7sm6nl2c,http://www.youtube.com/@user-jg7sm6nl2c,어케 만든거죠 진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ인스타보다가 드러와서 하나하나 다보는데 육성으로 존나룻는중이욬ㅋㅋㅋㅋㅋㅋㅋ,2558,2025-05-11T13:25:10Z,2025-05-11T13:25:10Z,23,joy,0.95,0.0,0.0,0.0,0.95,0.0,0.0,0.05
Ugw55jCRNli--IpZpHZ4AaABAg.AHzSm3LUPihAI-YET8zb5l,78YBUaj_vJg,reply,Ugw55jCRNli--IpZpHZ4AaABAg,@But4no1,http://www.youtube.com/@But4no1,만드는게 아니고 걍 진짜 ai전나 멍청해서 자꾸 저럼ㅋㅋ입력값대로 안하고 창조 ㅈㄴ함,65,2025-05-11T23:32:06Z,2025-05-11T23:32:06Z,0,anger,0.85,0.7,0.1,0.0,0.0,0.0,0.0,0.2
Ugw55jCRNli--IpZpHZ4AaABAg.AHzSm3LUPihAI0uHeYpLN8,78YBUaj_vJg,reply,Ugw55jCRNli--IpZpHZ4AaABAg,@lloydhwang9092,http://www.youtube.com/@lloydhwang9092,AI가 인간을 지배할거라는 걱정이 사라짐ㅋ,22,2025-05-12T12:12:46Z,2025-05-12T12:12:46Z,0,joy,0.75,0.0,0.0,0.1,0.7,0.0,0.0,0.2
Ugw55jCRNli--IpZpHZ4AaABAg.AHzSm3LUPihAI135-9lhvV,78YBUaj_vJg,reply,Ugw55jCRNli--IpZpHZ4AaABAg,@singsing_song,http://www.youtube.com/@singsing_song,옛날에 심심이가 딱 저랫음ㅋㅋㅋㅋ 역시 사람들은 고전을 좋아하나봄,18,2025-05-12T13:38:25Z,2025-05-12T13:38:25Z,0,joy,0.8,0.0,0.0,0.0,0.7,0.0,0.0,0.3
Ugw55jCRNli--IpZpHZ4AaABAg.AHzSm3LUPihAI2E7POuokW,78YBUaj_vJg,reply,Ugw55jCRNli--IpZpHZ4AaABAg,@azarov2738,http://www.youtube.com/@azarov2738,​@@But4no1근데 너무 대본같은 느낌인데 진짜 애드립인가,8,2025-05-13T00:34:06Z,2025-05-13T00:34:06Z,0,neutral,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.9
Ugw55jCRNli--IpZpHZ4AaABAg.AHzSm3LUPihAI2Yam3hfCx,78YBUaj_vJg,reply,Ugw55jCRNli--IpZpHZ4AaABAg,@But4no1,http://www.youtube.com/@But4no1,@@azarov2738 챗지피티 플러스나 한번 기본판에 해보셈 진짜저럼 속 조온나터지고 자꾸 말도안되는 헛소리 ㅈㄴ함,0,2025-05-13T03:33:01Z,2025-05-13T03:33:01Z,0,anger,0.9,0.8,0.1,0.0,0.0,0.0,0.0,0.1
Ugxi-7JLMzW9kmadVNp4AaABAg,78YBUaj_vJg,main_comment,,@도도맘-y5b,http://www.youtube.com/@%EB%8F%84%EB%8F%84%EB%A7%98-y5b,간만에 빵터졌네요ㅋㅋ,369,2025-05-14T03:07:00Z,2025-05-14T03:07:00Z,0,joy,0.9,0.0,0.0,0.0,0.8,0.0,0.0,0.2
