comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count,primary_emotion,confidence,anger_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,neutral_score
UgxaJUS1Xk9YMn3MlIl4AaABAg,XqDal3tzP9c,main_comment,,@조충현-CCH,http://www.youtube.com/@%EC%A1%B0%EC%B6%A9%ED%98%84-CCH,혈압약 광고받습니다.,1092,2025-05-04T03:08:20Z,2025-05-04T03:08:20Z,26,neutral,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgxaJUS1Xk9YMn3MlIl4AaABAg.AHgKcCFzvBnAHgNDA592-f,XqDal3tzP9c,reply,UgxaJUS1Xk9YMn3MlIl4AaABAg,@white_iam,http://www.youtube.com/@white_iam,퉁퉁퉁퉁퉁퉁퉁퉁퉁사후르<br>둠스데이식스둠스둠스,0,2025-05-04T03:31:00Z,2025-05-04T03:32:13Z,0,neutral,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgxaJUS1Xk9YMn3MlIl4AaABAg.AHgKcCFzvBnAHgNfBy7lus,XqDal3tzP9c,reply,UgxaJUS1Xk9YMn3MlIl4AaABAg,@white_iam,http://www.youtube.com/@white_iam,붐바르딜로크로코딜로<br><br>퉁퉁퉁퉁퉁퉁퉁퉁퉁사후르<br><br>둠스데이식스둠스둠스,0,2025-05-04T03:34:58Z,2025-05-04T03:34:58Z,0,neutral,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgxaJUS1Xk9YMn3MlIl4AaABAg.AHgKcCFzvBnAHgNvQPpFa0,XqDal3tzP9c,reply,UgxaJUS1Xk9YMn3MlIl4AaABAg,@금오산호랭이-d6e,http://www.youtube.com/@%EA%B8%88%EC%98%A4%EC%82%B0%ED%98%B8%EB%9E%AD%EC%9D%B4-d6e,친구 생긴거 ㅊㅋ 합니다,9,2025-05-04T03:37:11Z,2025-05-04T03:37:11Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
UgxaJUS1Xk9YMn3MlIl4AaABAg.AHgKcCFzvBnAHgR4Z5JX9z,XqDal3tzP9c,reply,UgxaJUS1Xk9YMn3MlIl4AaABAg,@48ssss,http://www.youtube.com/@48ssss,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5,2025-05-04T04:04:46Z,2025-05-04T04:04:46Z,0,joy,0.95,0.0,0.0,0.0,0.95,0.0,0.0,0.05
UgxaJUS1Xk9YMn3MlIl4AaABAg.AHgKcCFzvBnAHgUnIJdxkU,XqDal3tzP9c,reply,UgxaJUS1Xk9YMn3MlIl4AaABAg,@븅신-w1i,http://www.youtube.com/@%EB%B8%85%EC%8B%A0-w1i,ㅋㅋㅋㅋ,2,2025-05-04T04:37:14Z,2025-05-04T04:37:14Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
UgwgDT5QVhFysrHDbNh4AaABAg,XqDal3tzP9c,main_comment,,@yuiopghjklbnmasdfzxcasdz_97531,http://www.youtube.com/@yuiopghjklbnmasdfzxcasdz_97531,아니 어느 순간부터 AI랑 싸우는 영상을 올리시는데 너무 웃기심ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,708,2025-05-04T05:09:59Z,2025-05-04T05:09:59Z,0,joy,0.95,0.0,0.0,0.0,0.95,0.0,0.0,0.05
Ugx_7E6xlxscyvjgs-B4AaABAg,XqDal3tzP9c,main_comment,,@Danzi_doit,http://www.youtube.com/@Danzi_doit,ai가 무슨 한숨쉬노 ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1616,2025-05-04T03:24:08Z,2025-05-04T03:24:08Z,6,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Ugx_7E6xlxscyvjgs-B4AaABAg.AHgMQtMOVOzAHkR6Zjfqh-,XqDal3tzP9c,reply,Ugx_7E6xlxscyvjgs-B4AaABAg,@siwoolee5821,http://www.youtube.com/@siwoolee5821,통화스피커,2,2025-05-05T17:22:01Z,2025-05-05T17:22:01Z,0,neutral,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ugx_7E6xlxscyvjgs-B4AaABAg.AHgMQtMOVOzAHlrwD331W8,XqDal3tzP9c,reply,Ugx_7E6xlxscyvjgs-B4AaABAg,@김진구-n3l,http://www.youtube.com/@%EA%B9%80%EC%A7%84%EA%B5%AC-n3l,AI가 이미 서열정리 끝!!,5,2025-05-06T06:44:22Z,2025-05-06T06:44:22Z,0,neutral,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
