comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count,primary_emotion,confidence,anger_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,neutral_score
UgwVLi1xs_qTfP7C-K94AaABAg,58RlN9dgn50,main_comment,,@김담희-y5t,http://www.youtube.com/@%EA%B9%80%EB%8B%B4%ED%9D%AC-y5t,"저럴 경우에는 걍 &#39;제가 요청을제대로 이해하지 못해 죄송합니다.&#39;만 반복하니까 할머니 1명, 아버지 1명, 어머니 1명, 손녀 1명, 손자 1명으로 구성된 아시아인 5인 가족을 그려줘라고 하면 돼요...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",536,2024-12-25T02:36:31Z,2024-12-25T02:36:31Z,14,joy,0.85,0.01,0.01,0.01,0.85,0.01,0.01,0.1
UgwVLi1xs_qTfP7C-K94AaABAg.ACSXdLmkynkACVaHbg9DHQ,58RlN9dgn50,reply,UgwVLi1xs_qTfP7C-K94AaABAg,@김훈-r3e7x,http://www.youtube.com/@%EA%B9%80%ED%9B%88-r3e7x,ㅋㅋㅋ,12,2024-12-26T07:06:05Z,2024-12-26T07:06:05Z,0,joy,0.95,0.01,0.01,0.01,0.95,0.01,0.01,0.01
UgwVLi1xs_qTfP7C-K94AaABAg.ACSXdLmkynkAC_Arsl81cg,58RlN9dgn50,reply,UgwVLi1xs_qTfP7C-K94AaABAg,@이형규-g1c,http://www.youtube.com/@%EC%9D%B4%ED%98%95%EA%B7%9C-g1c,😂,4,2024-12-28T01:51:27Z,2024-12-28T01:51:27Z,0,neutral,0.7,0.01,0.01,0.01,0.01,0.01,0.01,0.95
UgwVLi1xs_qTfP7C-K94AaABAg.ACSXdLmkynkACbg6jdVR_X,58RlN9dgn50,reply,UgwVLi1xs_qTfP7C-K94AaABAg,@플라곤1,http://www.youtube.com/@%ED%94%8C%EB%9D%BC%EA%B3%A41,안돼는데?,6,2024-12-29T01:11:43Z,2024-12-29T01:11:43Z,0,joy,0.9,0.01,0.01,0.01,0.9,0.01,0.01,0.05
UgwVLi1xs_qTfP7C-K94AaABAg.ACSXdLmkynkACf6RN7E_bF,58RlN9dgn50,reply,UgwVLi1xs_qTfP7C-K94AaABAg,@Supern0vaasd,http://www.youtube.com/@Supern0vaasd,오~~똑똑하당❤❤🎉👩🏻‍🎓👩🏻‍🎓🧑🏻‍🎓🧑🏻‍🎓👨🏻‍🎓👨🏻‍🎓🎓🎓,4,2024-12-30T09:08:11Z,2024-12-30T09:08:11Z,0,joy,0.95,0.01,0.01,0.01,0.95,0.01,0.01,0.01
UgwVLi1xs_qTfP7C-K94AaABAg.ACSXdLmkynkAChGRE5PHTE,58RlN9dgn50,reply,UgwVLi1xs_qTfP7C-K94AaABAg,@왕이넘어지면킹1콩,http://www.youtube.com/@%EC%99%95%EC%9D%B4%EB%84%98%EC%96%B4%EC%A7%80%EB%A9%B4%ED%82%B91%EC%BD%A9,ㅇㄱㄹㅇ,2,2024-12-31T05:14:01Z,2024-12-31T05:14:01Z,0,neutral,0.8,0.01,0.01,0.01,0.01,0.01,0.01,0.95
UgxwjuSqel5aJi8zATZ4AaABAg,58RlN9dgn50,main_comment,,@린플_껌딱지_딸찹,http://www.youtube.com/@%EB%A6%B0%ED%94%8C_%EA%BB%8C%EB%94%B1%EC%A7%80_%EB%94%B8%EC%B0%B9,아 진짜ㅋㅋㅋㅋ마지막 액자밖으로 몸 삐져나간거 킹받네ㅋㅋㅋㅋ큐ㅠㅠㅠㅠ,288,2024-12-24T09:52:40Z,2024-12-30T12:58:18Z,5,joy,0.85,0.01,0.01,0.01,0.85,0.05,0.01,0.07
UgxwjuSqel5aJi8zATZ4AaABAg.ACQjky1xr8KACTKkvLG3R-,58RlN9dgn50,reply,UgxwjuSqel5aJi8zATZ4AaABAg,@Hea_u,http://www.youtube.com/@Hea_u,내말이ㅋㅋㅋㅋ,3,2024-12-25T10:03:12Z,2024-12-25T10:03:12Z,0,joy,0.9,0.01,0.01,0.01,0.9,0.01,0.01,0.06
UgxwjuSqel5aJi8zATZ4AaABAg.ACQjky1xr8KACVsQIxvDy3,58RlN9dgn50,reply,UgxwjuSqel5aJi8zATZ4AaABAg,@물음표-m7p,http://www.youtube.com/@%EB%AC%BC%EC%9D%8C%ED%91%9C-m7p,ㅋㅋㅋㅋ,1,2024-12-26T09:44:33Z,2024-12-26T09:44:33Z,0,joy,0.95,0.01,0.01,0.01,0.95,0.01,0.01,0.01
UgxwjuSqel5aJi8zATZ4AaABAg.ACQjky1xr8KACfW9LKgMXm,58RlN9dgn50,reply,UgxwjuSqel5aJi8zATZ4AaABAg,@soonhui7677,http://www.youtube.com/@soonhui7677,몸,0,2024-12-30T12:52:55Z,2024-12-30T12:52:55Z,0,neutral,0.75,0.01,0.01,0.01,0.01,0.01,0.01,0.95
