comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count,primary_emotion,confidence,anger_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,neutral_score
Ugy7yn0bvmRfdtPTurV4AaABAg,6ynbWY1IrFA,main_comment,,@bbaaeecckk,http://www.youtube.com/@bbaaeecckk,애 울것다,1678,2024-02-08T08:11:03Z,2024-02-08T08:11:03Z,3,sadness,0.7,0.1,0.0,0.0,0.0,0.7,0.0,0.2
Ugy7yn0bvmRfdtPTurV4AaABAg.A-Y_keSnCWXA-Y_t1mLH1U,6ynbWY1IrFA,reply,Ugy7yn0bvmRfdtPTurV4AaABAg,@손반석-l4z,http://www.youtube.com/@%EC%86%90%EB%B0%98%EC%84%9D-l4z,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4,2024-02-08T08:12:12Z,2024-02-08T08:12:12Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Ugy7yn0bvmRfdtPTurV4AaABAg.A-Y_keSnCWXA-YgniW2N7k,6ynbWY1IrFA,reply,Ugy7yn0bvmRfdtPTurV4AaABAg,@shut_up_and_deadlift,http://www.youtube.com/@shut_up_and_deadlift,이것이 경력직..?😢,2,2024-02-08T09:12:38Z,2024-02-08T09:12:38Z,0,sadness,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.2
Ugy7yn0bvmRfdtPTurV4AaABAg.A-Y_keSnCWXA-YhcJiHBqc,6ynbWY1IrFA,reply,Ugy7yn0bvmRfdtPTurV4AaABAg,@이민수-t6t,http://www.youtube.com/@%EC%9D%B4%EB%AF%BC%EC%88%98-t6t,Ai 천재,6,2024-02-08T09:19:49Z,2024-02-08T09:19:49Z,0,joy,0.85,0.0,0.0,0.0,0.85,0.0,0.1,0.05
UgyFzXTUQrJuKTID4bZ4AaABAg,6ynbWY1IrFA,main_comment,,@heysi,http://www.youtube.com/@heysi,”죄송하면 AI생활 끝나?“,5585,2024-02-08T08:02:43Z,2024-02-08T08:02:43Z,18,anger,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.25
UgyFzXTUQrJuKTID4bZ4AaABAg.A-YZndBYfa4A-YaTvJ2O24,6ynbWY1IrFA,reply,UgyFzXTUQrJuKTID4bZ4AaABAg,@zzit_drumtong,http://www.youtube.com/@zzit_drumtong,죄송합니다&gt;죄송하면 다야? 갈굼테크 넘어가야하는데 뜻대로 안움직여줌 ㅋㅋㅋ,197,2024-02-08T08:17:22Z,2024-02-08T08:17:22Z,0,joy,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.2
UgyFzXTUQrJuKTID4bZ4AaABAg.A-YZndBYfa4A-YaZw9jiC_,6ynbWY1IrFA,reply,UgyFzXTUQrJuKTID4bZ4AaABAg,@happyhappy0910,http://www.youtube.com/@happyhappy0910,PTSD ON,37,2024-02-08T08:18:11Z,2024-02-08T08:18:11Z,0,fear,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.4
UgyFzXTUQrJuKTID4bZ4AaABAg.A-YZndBYfa4A-Z3dbXnQCS,6ynbWY1IrFA,reply,UgyFzXTUQrJuKTID4bZ4AaABAg,@tancredidarkwoods,http://www.youtube.com/@tancredidarkwoods,​@@coco_jerry미필?,14,2024-02-08T12:40:58Z,2024-06-12T22:37:33Z,0,neutral,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
UgyFzXTUQrJuKTID4bZ4AaABAg.A-YZndBYfa4A-ZTqDsu8uw,6ynbWY1IrFA,reply,UgyFzXTUQrJuKTID4bZ4AaABAg,@potato_1253,http://www.youtube.com/@potato_1253,​@@coco_jerry신병으로 배웠다는거 보니 미필은 맞췄나보네 ㅋㅋㅋ,0,2024-02-08T16:29:53Z,2024-06-12T22:37:33Z,0,joy,0.75,0.0,0.0,0.0,0.75,0.0,0.1,0.15
UgyFzXTUQrJuKTID4bZ4AaABAg.A-YZndBYfa4A-ZYWsmqY8i,6ynbWY1IrFA,reply,UgyFzXTUQrJuKTID4bZ4AaABAg,@Zer0o0o00o,http://www.youtube.com/@Zer0o0o00o,미필한테 미필이라 했구만 무슨,21,2024-02-08T17:10:48Z,2024-02-08T17:10:48Z,0,anger,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.3
Ugzvk40elYcAMxV076R4AaABAg,6ynbWY1IrFA,main_comment,,@싹뚝,http://www.youtube.com/@%EC%8B%B9%EB%9A%9D,내가 본 AI쓰는 사람중에 제일 인간적으로 대함 ㅋㅋㅋㅋ,6096,2024-02-08T08:10:49Z,2024-02-08T08:10:49Z,14,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
