comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count,primary_emotion,confidence,anger_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,neutral_score
Ugw-tc2BH_d5meFFE-54AaABAg,GhvwEqzUvZw,main_comment,,@조충현-CCH,http://www.youtube.com/@%EC%A1%B0%EC%B6%A9%ED%98%84-CCH,Tôi muốn vứt nó đi,679,2025-05-13T09:05:58Z,2025-05-13T09:05:58Z,36,neutral,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ugw-tc2BH_d5meFFE-54AaABAg.AI38hS5cnUxAI3A0syyIeT,GhvwEqzUvZw,reply,Ugw-tc2BH_d5meFFE-54AaABAg,@hyundaiTV666,http://www.youtube.com/@hyundaiTV666,ㅋㅋㅋ,7,2025-05-13T09:17:30Z,2025-05-13T09:17:30Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Ugw-tc2BH_d5meFFE-54AaABAg.AI38hS5cnUxAI3BrmoSx9f,GhvwEqzUvZw,reply,Ugw-tc2BH_d5meFFE-54AaABAg,@son3733,http://www.youtube.com/@son3733,ㅋㅋㅋㅋㅋㅋ ㅋ,4,2025-05-13T09:33:36Z,2025-05-13T09:33:36Z,0,joy,0.95,0.0,0.0,0.0,0.95,0.0,0.0,0.05
Ugw-tc2BH_d5meFFE-54AaABAg.AI38hS5cnUxAI3BsHIVsgr,GhvwEqzUvZw,reply,Ugw-tc2BH_d5meFFE-54AaABAg,@레온_Timetobrawl,http://www.youtube.com/@%EB%A0%88%EC%98%A8_Timetobrawl,"Vâng, tôi hiểu rồi~",6,2025-05-13T09:33:40Z,2025-05-13T09:33:40Z,0,neutral,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ugw-tc2BH_d5meFFE-54AaABAg.AI38hS5cnUxAI3IjcPdjwm,GhvwEqzUvZw,reply,Ugw-tc2BH_d5meFFE-54AaABAg,@이지숙-e9t,http://www.youtube.com/@%EC%9D%B4%EC%A7%80%EC%88%99-e9t,はい,4,2025-05-13T10:33:39Z,2025-05-13T10:33:39Z,0,neutral,0.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ugw-tc2BH_d5meFFE-54AaABAg.AI38hS5cnUxAI3KOL0PxyE,GhvwEqzUvZw,reply,Ugw-tc2BH_d5meFFE-54AaABAg,@와우그잡체-0,http://www.youtube.com/@%EC%99%80%EC%9A%B0%EA%B7%B8%EC%9E%A1%EC%B2%B4-0,Hãy vứt rác đi.,6,2025-05-13T10:48:05Z,2025-05-13T10:48:05Z,0,disgust,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.25
Ugx7qclaOfiGYZfEwBN4AaABAg,GhvwEqzUvZw,main_comment,,@바나나-q9l1t,http://www.youtube.com/@%EB%B0%94%EB%82%98%EB%82%98-q9l1t,이제는 시작할 때 이미 지쳐계시네요 ㅋㅋㅋㅋㅋㅋ<br>얼마나 고통받으셨으면...,921,2025-05-13T10:43:00Z,2025-05-13T10:43:00Z,0,joy,0.85,0.0,0.0,0.0,0.85,0.0,0.0,0.15
Ugx1nUmErF5zIMVGVBx4AaABAg,GhvwEqzUvZw,main_comment,,@dain0927,http://www.youtube.com/@dain0927,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미쳤나봐 소리지르면 시장할꺼래,521,2025-05-13T09:23:43Z,2025-05-13T09:23:43Z,1,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
Ugx1nUmErF5zIMVGVBx4AaABAg.AI3AjPP32F_AIpAeg6j6jA,GhvwEqzUvZw,reply,Ugx1nUmErF5zIMVGVBx4AaABAg,@WANNABEUNSUNGHERO,http://www.youtube.com/@WANNABEUNSUNGHERO,와 진짜 소리지르면 시장할거란 표현 듣고 AI 얘는 어휘력이며 동음이의어로 받아치는 센스까지 있는거보고 소름돋음 ㅋㅋㅋ,0,2025-06-01T10:05:51Z,2025-06-01T10:05:51Z,0,surprise,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2
UgxShDoUdbazX6heWRh4AaABAg,GhvwEqzUvZw,main_comment,,@랄라라-o8k,http://www.youtube.com/@%EB%9E%84%EB%9D%BC%EB%9D%BC-o8k,ㅋㅋㅋㅋㅋㅋㅋㅋ 예상을 뛰어넘는 전개 너무좋아요,521,2025-05-13T10:45:50Z,2025-05-13T10:45:50Z,0,joy,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.1
