comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count,primary_emotion,confidence,anger_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,neutral_score
UgzZYcx-FjqSDTYAQ3p4AaABAg,MUo7TfK-GEA,main_comment,,@조충현-CCH,http://www.youtube.com/@%EC%A1%B0%EC%B6%A9%ED%98%84-CCH,4연패,538,2025-05-03T10:08:29Z,2025-05-03T10:08:29Z,18,neutral,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgzZYcx-FjqSDTYAQ3p4AaABAg.AHeVu_QJUyqAHeXYvFLeF6,MUo7TfK-GEA,reply,UgzZYcx-FjqSDTYAQ3p4AaABAg,@남브-q9o,http://www.youtube.com/@%EB%82%A8%EB%B8%8C-q9o,아니 형 그래서 언제 이길껀데..?,4,2025-05-03T10:22:52Z,2025-05-03T10:22:52Z,0,anger,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.4
UgzZYcx-FjqSDTYAQ3p4AaABAg.AHeVu_QJUyqAHeaX1u9ctu,MUo7TfK-GEA,reply,UgzZYcx-FjqSDTYAQ3p4AaABAg,@선로,http://www.youtube.com/@%EC%84%A0%EB%A1%9C,040이시네요,1,2025-05-03T10:57:34Z,2025-05-03T10:57:34Z,0,neutral,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
UgzZYcx-FjqSDTYAQ3p4AaABAg.AHeVu_QJUyqAHefsPwUMjk,MUo7TfK-GEA,reply,UgzZYcx-FjqSDTYAQ3p4AaABAg,@ozmasae6164,http://www.youtube.com/@ozmasae6164,@@조충현-CCH 다음엔 승리를..,0,2025-05-03T11:44:19Z,2025-05-03T11:44:19Z,0,joy,0.9,0.0,0.0,0.0,0.8,0.0,0.0,0.2
UgzZYcx-FjqSDTYAQ3p4AaABAg.AHeVu_QJUyqAHegUACBZkB,MUo7TfK-GEA,reply,UgzZYcx-FjqSDTYAQ3p4AaABAg,@B_JJuney,http://www.youtube.com/@B_JJuney,👏👏👏👏,0,2025-05-03T11:49:36Z,2025-05-03T11:49:36Z,0,joy,0.95,0.0,0.0,0.0,0.9,0.0,0.0,0.1
UgzZYcx-FjqSDTYAQ3p4AaABAg.AHeVu_QJUyqAHehlsAuMLN,MUo7TfK-GEA,reply,UgzZYcx-FjqSDTYAQ3p4AaABAg,@bookmii,http://www.youtube.com/@bookmii,ai vs인간 유튜브영상으로 만들면 엄청 웃길꺼같아요~,0,2025-05-03T12:00:54Z,2025-05-03T12:00:54Z,0,joy,0.85,0.0,0.0,0.0,0.8,0.0,0.0,0.2
UgwjH5wslVrCKspbYZN4AaABAg,MUo7TfK-GEA,main_comment,,@kiye-현우,http://www.youtube.com/@kiye-%ED%98%84%EC%9A%B0,이거 맨날 올려줘요 숨을 못쉬겠어요ㅋㅋㅋㅋㅋ,634,2025-05-03T12:16:24Z,2025-05-03T12:16:24Z,4,joy,0.9,0.0,0.0,0.0,0.85,0.0,0.0,0.15
UgwjH5wslVrCKspbYZN4AaABAg.AHejYOquPDXAHgM7QWYmTI,MUo7TfK-GEA,reply,UgwjH5wslVrCKspbYZN4AaABAg,@wjdwnsdh123,http://www.youtube.com/@wjdwnsdh123,그럼 위험하지 않을까요,11,2025-05-04T03:21:28Z,2025-05-04T03:21:28Z,0,fear,0.7,0.0,0.0,0.6,0.0,0.0,0.0,0.4
UgwjH5wslVrCKspbYZN4AaABAg.AHejYOquPDXAHj-M6tPTZx,MUo7TfK-GEA,reply,UgwjH5wslVrCKspbYZN4AaABAg,@박은진-s5m,http://www.youtube.com/@%EB%B0%95%EC%9D%80%EC%A7%84-s5m,ㅋㅋㅇㅈ,2,2025-05-05T04:00:14Z,2025-05-05T04:00:14Z,0,joy,0.9,0.0,0.0,0.0,0.85,0.0,0.0,0.15
UgwjH5wslVrCKspbYZN4AaABAg.AHejYOquPDXAHjPaVVQcqJ,MUo7TfK-GEA,reply,UgwjH5wslVrCKspbYZN4AaABAg,@Rjun-g2h,http://www.youtube.com/@Rjun-g2h,저도 지금 숨넘어갈거같음ㅋㅋㅋㅋㅋㅋ개웃김,6,2025-05-05T07:49:31Z,2025-05-05T07:49:31Z,0,joy,0.95,0.0,0.0,0.0,0.9,0.0,0.0,0.1
