comment_id,video_id,comment_type,parent_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at,reply_count
Ugz0KjFWEK_cwd37C-p4AaABAg,8NC12fuNaEw,main_comment,,@qkdrnehdrn4253,http://www.youtube.com/@qkdrnehdrn4253,말을 ㅅㅂ 앵간한 사람보다 더잘해ㅋㅋㅋㅋㅋㅋㅋㅋ,30310,2025-04-11T08:17:10Z,2025-04-11T08:17:10Z,21
Ugz0KjFWEK_cwd37C-p4AaABAg.AGleg-9SuuMAGltZ4nH9KZ,8NC12fuNaEw,reply,Ugz0KjFWEK_cwd37C-p4AaABAg,@hwoman121,http://www.youtube.com/@hwoman121,어휘력 개좋음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 자신의 기분을 다 표현할줄 아는게 ㅈㄴ 신기해,1036,2025-04-11T10:27:09Z,2025-04-11T10:27:09Z,0
Ugz0KjFWEK_cwd37C-p4AaABAg.AGleg-9SuuMAGm36TBOsSq,8NC12fuNaEw,reply,Ugz0KjFWEK_cwd37C-p4AaABAg,@cenddopp,http://www.youtube.com/@cenddopp,뜨디어 뜩이쩜이 왔어요 여러분,143,2025-04-11T11:59:22Z,2025-04-11T11:59:22Z,0
Ugz0KjFWEK_cwd37C-p4AaABAg.AGleg-9SuuMAGm5Hkx4gMl,8NC12fuNaEw,reply,Ugz0KjFWEK_cwd37C-p4AaABAg,@5억_5000만十,http://www.youtube.com/@5%EC%96%B5_5000%EB%A7%8C%E5%8D%81,욕 한마디 없이 저정도 속사포 극딜을 욱여넣을수 있다는게ㅋㅋㅋㅋㅋㅋ,465,2025-04-11T12:18:23Z,2025-04-11T12:18:23Z,0
Ugz0KjFWEK_cwd37C-p4AaABAg.AGleg-9SuuMAGmAKP6RDci,8NC12fuNaEw,reply,Ugz0KjFWEK_cwd37C-p4AaABAg,@sndry,http://www.youtube.com/@sndry,중간쯤부터 흠칫 놀라면서 봄 ㅋㅋㅋ,95,2025-04-11T13:02:26Z,2025-04-11T13:02:26Z,0
Ugz0KjFWEK_cwd37C-p4AaABAg.AGleg-9SuuMAGnHgL9vg1c,8NC12fuNaEw,reply,Ugz0KjFWEK_cwd37C-p4AaABAg,@bhj2806,http://www.youtube.com/@bhj2806,침착맨을 상대할 수 있는 말빨이라니 이거 귀하거든요,63,2025-04-11T23:25:59Z,2025-04-11T23:25:59Z,0
Ugy0zG0ArG1By0AfdR54AaABAg,8NC12fuNaEw,main_comment,,@user-wc4ht6sk1n,http://www.youtube.com/@user-wc4ht6sk1n,알겠어 다나카 ㅇㅈㄹㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,17848,2025-04-11T08:41:11Z,2025-04-11T08:41:11Z,13
Ugy0zG0ArG1By0AfdR54AaABAg.AGlhQtmXzswAGmHd78fifs,8NC12fuNaEw,reply,Ugy0zG0ArG1By0AfdR54AaABAg,@lure_mania,http://www.youtube.com/@lure_mania,폐급 ㅋㅋㅋㅋ,442,2025-04-11T14:06:18Z,2025-04-11T14:06:18Z,0
Ugy0zG0ArG1By0AfdR54AaABAg.AGlhQtmXzswAGnGT54xEb-,8NC12fuNaEw,reply,Ugy0zG0ArG1By0AfdR54AaABAg,@클로브귀여워사랑해,http://www.youtube.com/@%ED%81%B4%EB%A1%9C%EB%B8%8C%EA%B7%80%EC%97%AC%EC%9B%8C%EC%82%AC%EB%9E%91%ED%95%B4,다나카 ㅆㅋㅋㅋㅋㅋㅋㅋ,146,2025-04-11T23:15:18Z,2025-04-11T23:15:18Z,0
Ugy0zG0ArG1By0AfdR54AaABAg.AGlhQtmXzswAGnHhW7ERCZ,8NC12fuNaEw,reply,Ugy0zG0ArG1By0AfdR54AaABAg,@bhj2806,http://www.youtube.com/@bhj2806,침착맨도 울고갈 언변,105,2025-04-11T23:26:08Z,2025-04-11T23:26:08Z,0
